SHOP_CODIGO|SHOP_ALIAS|SHOP_NOMBRE|SHOP_DIRECCION|PUEB_CODIGO_POSTAL|PUEB_CODIGO_NOMBRE|PAIS_CODIGO|SHOP_MAPA_LATITUD|SHOP_MAPA_LONGITUD|SHOP_HORARIO_LU|SHOP_HORARIO_MA|SHOP_HORARIO_MI|SHOP_HORARIO_JU|SHOP_HORARIO_VI|SHOP_HORARIO_SA|SHOP_HORARIO_DO|DIAFESTIVO
6107|1403-38|DYNOS CORDOBA|AV. GRAN VIA PARQUE, 43, LOCAL|14005|CORDOBA|ES|37,879334|-4,792341|10:00-14:00/18:00-20:30|10:00-14:00/18:00-20:30|10:00-14:00/18:00-20:30|10:00-14:00/18:00-20:30|10:00-14:00/18:00-20:30|10:00-14:00/-||06/12/2024,25/12/2024
5928|1403-39|PAPELERÍA MARIBEL|LUÍS PONCE DE LEÓN, 2|14011|CORDOBA|ES|37,891308|-4,786989|09:00-14:00/18:00-21:00|09:00-14:00/18:00-21:00|09:00-14:00/18:00-21:00|09:00-14:00/18:00-21:00|09:00-14:00/18:00-21:00|09:00-13:00/-|09:00-13:00/-|
6720|1403-40|4 ELEMENTS SHOP|DAMASCO. 8 LOCAL BAJO|14004|CORDOBA|ES|37,880995|-4,790365|10:00-14:00/17:30-20:30|10:00-14:00/17:30-20:30|10:00-14:00/17:30-20:30|10:00-14:00/17:30-20:30|10:00-14:00/17:30-20:30|10:00-14:00||
6862|1403-41|ESTANCO 83|AVDA. MEDINA AZAHARA Nº21|14005|CORDOBA|ES|37,885094|-4,790522|08:00-14:00/17:00-20:30|08:00-14:00/17:00-20:30|08:00-14:00/17:00-20:30|08:00-14:00/17:00-20:30|08:00-14:00/17:00-20:30|09:00-13:30/-||
7725|1403-44|FLORISTERIA VILLAFLOR|CARRETERA PALMA DEL RIO KM 6.5|14193|HIGUERON, EL|ES|37,874367|-4,851554|09:00-14:00/17:00-20:00|09:00-14:00/-|09:00-14:00/17:00-20:00|08:00-14:00/17:00-20:00|09:00-14:00/17:00-20:00|09:00-14:00/-||
7096|1403-45|RKL PRINT|AV CRUZ DE JUAREZ 10 LOCAL|14006|CORDOBA|ES|37,896044|-4,780409|10:00-14:00/17:00-20:00|10:00-14:00/17:00-20:00|10:00-14:00/17:00-20:00|10:00-14:00/17:00-20:00|10:00-14:00/17:00-20:00|10:00-14:00/-||
7198|1403-47|CAVS|FELIPE MELLIZO CUADRADO 9 LOCAL 4|14011|CORDOBA|ES|37,888321|-4,803099|10:00/17:00|10:00/17:00|10:00/17:00|10:00/17:00|10:00/17:00|||
7519|1403-48|ARANDA INFORMATICA|AV.DE ALMOGAVARES.33|14006|CORDOBA|ES|37,89668|-4,776145|09:00/14:00|09:00/14:00|09:00/14:00|09:00/14:00|09:00/14:00|09:00/14:00||06/12/2024,25/12/2024
7953|1403-49|FERRETERIA MORALES|CRTA.MADRID 35|14610|ALCOLEA|ES|41,225149| 1,533894|09:00-14:00/17:00-20:30|09:00-14:00/17:00-20:30|09:00-14:00/17:00-20:30|09:00-14:00/17:00-20:30|09:00-14:00/17:00-20:30|09:00-14:00/-||
7608|1403-50|PELUQUERIA FANI|CONQUISTADOR ORDOÑO ALVAREZ 5|14010|CORDOBA|ES|37,879887|-4,764351|09:30-13:30/17:00-20:00|09:30-13:30/17:00-20:00|09:30-13:30/17:00-20:00|09:30-13:30/17:00-20:00|09:30-13:30/17:00-20:00|09:30-14:00/-||06/12/2024,25/12/2024
290|1411-00|1411-00 AGENCIA 1411 POZOBLANCO|SAN CRISTOBAL ESQ.ALCARACEJOS, 14|14400|POZOBLANCO|ES|38,379375|-4,859276|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|||
2080|1411-01|NEED PEÑARROYA|DE LA LUNA, 21|14200|PEÑARROYA-PUEBLONUEVO|ES|38,300099|-5,266535|08:30-13:30/-|08:30-13:30/-|08:30-13:30/-|08:30-13:30/-|08:30-13:30/-|08:30-13:30/-||
3390|1411-03|ESTANCO LICORERIA JUANI|CL PEÑAS ROJAS, 24|14200|PEÑARROYA-PUEBLONUEVO|ES|38,312479|-5,281135|09:00-14:00/17:00-21:00|09:00-14:00/17:00-21:00|09:00-14:00/17:00-21:00|09:00-14:00/17:00-21:00|09:00-14:00/17:00-21:00|09:00-14:00/17:00-20:00||
3362|1411-05|ESTANCO Nº 3 BELMEZ|CÓRDOBA, 21|14240|BELMEZ|ES|38,271719|-5,207600|09:00-14:00/17:00-20:30|09:00-14:00/17:00-20:30|09:00-14:00/17:00-20:30|09:00-14:00/17:00-20:30|09:00-14:00/17:00-20:30|09:00-14:00/-||06/12/2024,25/12/2024,01/01/2025
3539|1411-06|ESTANCO Nº 2 FUENTEOBEJUNA|PSO. FUENTE NUEVA, 1B|14290|FUENTE OBEJUNA|ES|38,268348|-5,425376|09:00-14:00/17:00-20:00|09:00-14:00/17:00-20:00|09:00-14:00/17:00-20:00|09:00-14:00/17:00-20:00|09:00-14:00/17:00-20:00|09:00-14:00/-||
3953|1411-07|ESTANCO Nº 1 STA.EUFEMIA|REAL, 14|14491|SANTA EUFEMIA|ES|38,595643|-4,903463|09:00-14:00/17:30-20:00|09:00-14:00/17:30-20:00|09:00-14:00/17:30-20:00|09:00-14:00/17:30-20:00|09:00-14:00/17:30-20:00|09:00-13:00/-||
4396|1411-08|ESTANCO 05 CASA ARELLANO|C/ PLAZAREJO, 1	|14440|VILLANUEVA DE CORDOBA|ES|38,322672|-4,629030|08:00-13:30/17:00-20:30|08:00-13:30/17:00-20:30|08:00-13:30/17:00-20:30|08:00-13:30/17:00-20:30|08:00-13:30/17:00-20:30|08:00-13:30/-||
4673|1411-09|ESTANCO OZZY 3 |CL MANUEL ARRIBAS, 123|14300|VILLAVICIOSA DE CORDOBA|ES|38,07763|-5,016348|08:00-14:00/17:00-20:00|08:00-14:00/17:00-20:00|08:00-14:00/17:00-20:00|08:00-14:00/17:00-20:00|08:00-14:00/17:00-20:00|08:00-14:00/-||
6057|1411-14|ESTANCO ESPIEL|RAMON Y CAJAL, 3|14220|ESPIEL|ES|38,188403|-5,020656|08:30-14:00/17:00-20:00|08:30-14:00/17:00-20:00|08:30-14:00/17:00-20:00|08:30-14:00/17:00-20:00|08:30-14:00/17:00-20:00|09:30-13:30||
6838|1411-15|MERCERIA ESPERANCI|CALLE FONTANILLA Nº 8|14270|HINOJOSA DEL DUQUE|ES|38,499233|-5,145078|10:00-14:00/17:30-20:30|10:00-14:00/17:30-20:30|10:00-14:00/17:30-20:30|10:00-14:00/17:30-20:30|10:00-14:00/17:30-20:30|10:30-13:30/-||06/12/2024,25/12/2024
7123|1411-16|ESTANCO SANTA ANA|SANTA ANA. 4|14470|VISO, EL|ES|38,483254|-4,954556|09:30-13:30/17:00-20:30|09:30-13:30/17:00-20:30|09:30-13:30/17:00-20:30|09:30-13:30/17:00-20:30|09:30-13:30/17:00-20:30|10:00-13:00/-||
7520|1411-17|AGROTIENDA COVAP|AV.SANTO DOMINGO 20|14270|HINOJOSA DEL DUQUE|ES|38,499174|-5,138177|08:00-14:00/17:00-20:00|08:00-14:00/17:00-20:00|08:00-14:00/17:00-20:00|08:00-14:00/17:00-20:00|08:00-14:00/17:00-20:00|08:00-13:00/-||
7701|1411-18|S.C.A.NUESTRA SEÑORA DE LA ALCANTARILLA|MENENDEZ PELAYO 50|14280|BELALCAZAR|ES|38,574326|-5,171545|08:00-14:00/16:00-19:00|08:00-14:00/16:00-19:00|08:00-14:00/16:00-19:00|08:00-14:00/16:00-19:00|08:00-14:00/16:00-19:00|08:00-13:00/-||06/12/2024,25/12/2024
291|1412-00|1412-00 AGENCIA 1412 PALMA DEL RIO|AV. MANUEL FALLA, 12|14700|PALMA DEL RIO|ES|37,704244|-5,278295|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|||
3592|1412-01|ESTANCO Nº 04 POSADAS|MESONES, 4|14730|POSADAS|ES|37,801829|-5,107370|09:00-13:45/17:00-20:30|09:00-13:45/17:00-20:30|09:00-13:45/17:00-20:30|09:00-13:45/17:00-20:30|09:00-13:45/17:00-20:30|09:00-13:45/-|09:00-13:45/-|
5407|1412-02|SUPERMERCADO HERMANOS MELENDEZ |CASTILLO 101|14740|HORNACHUELOS|ES|37,834192|-5,246633|09:00-14:00/17:00-21:00|09:00-14:00/17:00-21:00|09:00-14:00/17:00-21:00|09:00-14:00/17:00-21:00|09:00-14:00/17:00-21:00|09:00-14:00/17:00-20:30||
7165|1412-08|ESTANCO MARIA JOSE|ANTONIO ESPIN 1 LOCAL|14720|ALMODOVAR DEL RIO|ES|37,809842|-5,020274|09:00-14:00/17:00-20:00|09:00-14:00/17:00-20:00|09:00-14:00/17:00-20:00|09:00-14:00/17:00-20:00|09:00-14:00/17:00-20:00|09:00-14:00/-||
7576|1412-10|ESTANCO HORNACHUELOS|CARRETERA.5|14740|HORNACHUELOS|ES|37,833993|-5,249955|09:15-14:15/17:30-21:00|09:15-14:15/17:30-21:00|09:15-14:15/17:30-21:00|09:15-14:15/17:30-21:00|09:15-14:15/17:30-21:00|09:00-14:00/-||
2411|1414-00|1414-00 AGENCIA 1414 LUCENA|P.I LA VIÑUELA, C/ DEL COMERCIO, 2|14900|LUCENA|ES|37,415723|-4,476826|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|||
2439|1414-01|LIBRERÍA PAPELERÍA EL PASEO|AV. DE LA CONSTITUCIÓN, 40|14940|CABRA|ES|37,472365|-4,439633|09:30-13:30/17:00-20:00|09:30-13:30/17:00-20:00|09:30-13:30/17:00-20:00|09:30-13:30/17:00-20:00|09:30-13:30/17:00-20:00|10:00-13:30/-|10:00-12:00/-|25/12/2024
3228|1414-04|ESTANCO LOS PEREZ|CONSTITUCION, 1|14960|RUTE|ES|37,325347|-4,370855|09:30-14:00/17:30-20:00|09:30-14:00/17:30-20:00|09:30-14:00/17:30-20:00|09:30-14:00/17:30-20:00|09:30-14:00/17:30-20:00|09:30-14:00/-||
3346|1414-05|ESTANCO Nº3 ESPEJO|TRINIDAD COMAS, 2|14830|ESPEJO|ES|37,681928|-4,552317|09:00-13:30/17:30-20:30|09:00-13:30/17:30-20:30|09:00-13:30/17:30-20:30|09:00-13:30/17:30-20:30|09:00-13:30/17:30-20:30|09:00-13:30/-||
3372|1414-07|ESTANCO Nº 9 LUCENA|OLLA DEL MOLINO, 1|14900|LUCENA|ES|37,405933|-4,487631|07:00-14:00/17:30-21:00|07:00-14:00/17:30-21:00|07:00-14:00/17:30-21:00|07:00-14:00/17:30-21:00|07:00-14:00/17:30-21:00|08:00-14:00/00:00-00:00||
3744|1414-09|ESTANCO CASTIL CAMPO|PL. DEL ROSARIO, 8|14815|CASTIL DE CAMPOS|ES|37,491291|-4,142174|09:00-14:00/16:00-19:00|09:00-14:00/16:00-19:00|09:00-14:00/16:00-19:00|09:00-14:00/16:00-19:00|09:00-14:00/16:00-19:00|09:00-14:00/-||
5113|1414-12|RESET MONTILLA|AV. DE ANDALUCÍA, 52, LOCAL 2|14550|MONTILLA|ES|37,581009|-4,647155|10:00-14:00/17:00-20:00|10:00-14:00/17:00-20:00|10:00-14:00/17:00-20:00|10:00-14:00/17:00-20:00|10:00-14:00/17:00-20:00|||06/12/2024,25/12/2024
5227|1414-14|DISTRITO CÓMICS|PERÚ, 18|14550|MONTILLA|ES|37,578097|-4,650512|10:30-13:30/17:45-20:30|10:30-13:30/17:45-20:30|10:30-13:30/17:45-20:30|10:30-13:30/17:45-20:30|10:30-13:30/17:45-20:30|10:30-13:30/-||
5235|1414-15|SURPHONES|C/ JESUS, 1|14540|RAMBLA, LA|ES|37,60827|-4,740521|10:00-13:00/17:00-20:30|10:00-13:00/17:00-20:30|10:00-13:00/17:00-20:30|10:00-13:00/17:00-20:30|10:00-13:00/17:00-20:30|10:00-13:00/-||
5237|1414-16|LIBRERÍA VERACRUZ|VERACRUZ, 7|14900|LUCENA|ES|37,409747|-4,482393|10:00-13:30/-|10:00-13:30/-|10:00-13:30/-|10:00-13:30/-|10:00-13:30/-|||
5287|1414-17|TU REGALO|AV. CAÑETE DE LAS TORRES, 56|14850|BAENA|ES|37,620338|-4,326479|09:00-13:30/18:00-20:00|09:00-13:30/18:00-20:00|09:00-13:30/18:00-20:00|09:00-13:30/18:00-20:00|09:00-13:30/18:00-20:00|||
7142|1414-24|FREE MOBILE SHOPPING|SAN FERNANDO. 8 LOCAL|14550|MONTILLA|ES|37,588682|-4,639099|11:00-14:00/17:00-20:30|11:00-14:00/17:00-20:30|11:00-14:00/17:00-20:30|11:00-14:00/17:00-20:30|11:00-14:00/17:00-20:30|11:00-14:00/-||
8028|1414-25|FRUTOS SECOS OLGA|C/ SAN FRANCISCO SOLANO 6|14550|MONTILLA|ES|37,586271|-4,638990|-/18:00-22:30|-/18:00-22:30|-/18:00-22:30|-/18:00-22:30|-/18:00-22:30|-/18:00-22:30|-/18:00-22:30|
7175|1414-27|ULIA INFORMATICA|PINTOR PICASSO 9|14520|FERNAN NUÑEZ|ES|37,669434|-4,725675|09:30-13:30/17:00-20:00|09:30-13:30/17:00-20:00|09:30-13:30/17:00-20:00|09:30-13:30/17:00-20:00|09:30-13:30/17:00-20:00|||06/12/2024,25/12/2024
7797|1414-29|EUROLOCO|AMADOR DE LOS RIOS.137|14850|BAENA|ES|37,614936|-4,330929|08:30-15:00/17:30-22:00|08:30-15:00/17:30-22:00|08:30-15:00/17:30-22:00|08:30-15:00/17:30-22:00|08:30-15:00/17:30-22:00|08:30-15:00/-|09:00-15:00/17:30-22:00|
7470|1414-30|ESTANCO MADRE DE DIOS|TERCIA.21|14840|CASTRO DEL RIO|ES|37,68965|-4,483507|09:00-14:00/17:00-20:00|09:00-14:00/17:00-20:00|09:00-14:00/17:00-20:00|09:00-14:00/17:00-20:00|09:00-14:00/17:00-20:00|09:00-14:00/-||
7739|1414-31|CHARCUTERIA LA NIÑA LOLA|CATEDRATICO ALCALA SANTAELLA 7|14850|BAENA|ES|37,618517|-4,321552|09:30-13:30/17:00-20:30|09:30-13:30/17:00-20:30|09:30-13:30/17:00-20:30|09:30-13:30/17:00-20:30|09:30-13:30/17:00-20:30|09:30-14:00/-||
7990|1414-32|ESTANCO CABRA 007|ACERA DEL MIO CID 20|14940|CABRA|ES|37,473915|-4,429098|09:00-14:00/17:30-20:30|09:00-14:00/17:30-20:30|09:00-14:00/17:30-20:30|09:00-14:00/17:30-20:30|09:00-14:00/17:30-20:30|10:00-14:00/-||
7927|1414-33|AUTOSERVICIOS JUROLCO|AVDA.SAN JOSE 36|14940|CABRA|ES|37,473642|-4,430515|09:30-13:30/18:00-20:00|09:30-13:30/18:00-20:00|09:30-13:30/18:00-20:00|09:30-13:30/18:00-20:00|08:30-13:30/18:00-20:00|10:00-13:00/-||06/12/2024,25/12/2024
7912|1414-34|MANDALO PRIEGO|AV.NICETO ALCALA-ZAMORA 14 BAJO 3|14800|PRIEGO DE CORDOBA|ES|37,441227|-4,210021|09:00-13:45/16:30-20:00|09:00-13:45/16:30-20:00|09:00-13:45/16:30-20:00|09:00-13:45/16:30-20:00|09:00-13:45/16:30-20:00|10:30-13:30/-||
7991|1414-35|ESTANCO DE PRIEGO DE CORDOBA 001|AVDA.DE ESPAÑA 37|14800|PRIEGO DE CORDOBA|ES|37,439642|-4,205677|09:30-14:00/17:00-20:30|09:30-14:00/17:00-20:30|09:30-14:00/17:00-20:30|09:30-14:00/17:00-20:30|09:30-14:00/17:00-20:30|09:30-14:00/-||
7997|1414-36|ESTANCO DE PRIEGO DE CORDOBA 002|OBISPO CABALLERO 20|14800|PRIEGO DE CORDOBA|ES|37,437635|-4,192418|09:30-14:00/17:00-20:30|09:30-14:00/17:00-20:30|09:30-14:00/17:00-20:30|09:30-14:00/17:00-20:30|09:30-14:00/17:00-20:30|09:30-14:00/-||
293|1500-00|1500-00 AGENCIA 1500 A CORUÑA|P.I. PCOMACO, D- 23, BAJOS|15190|POLIG. DE POCOMACO|ES|43,32712|-8,436910|09:00-14:00/16:00-20:00|09:00-14:00/16:00-20:00|09:00-14:00/16:00-20:00|09:00-14:00/16:00-20:00|09:30-14:00/16:00-20:00|09:30-13:00/-||
7245|1500-100|ESTANCO CASA PARDO|EMPALME DE BUÑO 5|15111|BUÑO (BUÑO)|ES|43,269638|-8,776174|10:00-14:00/17:00-21:00|10:00-14:00/17:00-21:00|10:00-14:00/17:00-21:00|10:00-14:00/17:00-21:00|10:00-14:00/17:00-21:00|10:00-14:00/-||
7465|1500-101|THE YELLOW GOLD|BARCELONA 61 BAJO IZQ|15010|LA CORUÑA|ES|43,362376|-8,421602|10:00-14:00/16:00-20:00|10:00-14:00/16:00-20:00|10:00-14:00/16:00-20:00|10:00-14:00/16:00-20:00|10:00-14:00/16:00-20:00|10:00-14:00/-||06/12/2024,25/12/2024
7425|1500-102|THE YELLOW GOLD|RUA NOVA 22|15003|LA CORUÑA|ES|43,369595|-8,402800|10:00-14:00/16:00-20:00|10:00-14:00/16:00-20:00|10:00-14:00/16:00-20:00|10:00-14:00/16:00-20:00|10:00-14:00/16:00-20:00|10:00-14:00/-||
7823|1500-103|MENUDO PAPELON|AV NOVO MESOIRO 4 BAJO|15190|MESOIRO (LA CORUÑA)|ES|43,32613|-8,432552|10:00-14:00/16:30-20:00|10:00-14:00/16:30-20:00|10:00-14:00/16:30-20:00|10:00-14:00/16:30-20:00|10:00-14:00/16:30-20:00|||
7497|1500-104|PAPELERIA COCO|TRAVESIA DE MEICENDE 145 BAJO|15140|MEICENDE (PASTOR ARTEIXO)|ES|43,345883|-8,447995|10:00/14:00|10:00/14:00|10:00/14:00|10:00/14:00|10:00/14:00|10:00-14:00/-||06/12/2024,25/12/2024
7905|1500-106|MUEBLES MAVIC VIMIANZO|RUA FONTE DOS CABALOS. 11|15129|VIMIANZO|ES|43,113305|-9,027466|10:00-13:30/16:00-20:00|10:00-13:30/16:00-20:00|10:00-13:30/16:00-20:00|10:00-13:30/16:00-20:00|10:00-13:30/16:00-20:00|10:00-13:30/16:00-20:00||
7530|1500-107|ESTANCO O BURGO 01|SANJURJO DE CARRICARTE 20. BAJO|15670|BURGO, EL (BURGO)|ES|43,315094|-8,367531|08:30-20:30/-|08:30-20:30/-|08:30-20:30/-|08:30-20:30/-|08:30-20:30/-|09:00-14:30/-||
1998|1500-11|O TEU PC|VENEZUELA, 6 BJ IZQ.1|15160|SADA|ES|43,349515|-8,252946|09:30-13:30/16:30-20:00|09:30-13:30/16:30-20:00|09:30-13:30/16:30-20:00|09:30-13:30/16:30-20:00|09:30-13:30/16:30-20:00|10:00/13:30||
7494|1500-111|BAZAR PAPELERIA GETEALO|LA TORRE. 89|15002|LA CORUÑA|ES|43,378518|-8,398444|09:30-14:00/16:00-19:30|09:30-14:00/16:00-19:30|09:30-14:00/16:00-19:30|09:30-14:00/16:00-19:30|09:30-14:00/16:00-19:30|10:00-14:00/-||06/12/2024,25/12/2024
7481|1500-113|COPISTERIA OSITOS|AV.SALVADOR DE MADARIAGA.54|15008|LA CORUÑA|ES|43,345929|-8,407110|08:00-14:30/16:30-20:30|08:30-14:30/16:30-20:30|08:30-14:30/16:30-20:30|08:30-14:30/16:30-20:30|08:30-14:30/16:30-20:30|08:30-14:30/-|09:00-14:30/-|
7818|1500-114|GOLOSINAS ROZZARI |FRANCISCO AÑON 14|15010|LA CORUÑA|ES|43,363223|-8,418173|09:30-14:30/15:30-20:30|09:30-14:30/15:30-20:30|09:30-14:30/15:30-20:30|09:30-14:30/15:30-20:30|09:30-14:30/15:30-20:30|09:30/14:30|10:30/20:30|
7809|1500-118|THE YELLOW GOLD|RUA EMILIA PARDO BAZAN 1|15179|SANTA CRUZ (SANTA CRUZ)|ES|43,346611|-8,345328|10:00-14:00/16:00-20:00|10:00-14:00/16:00-20:00|10:00-14:00/16:00-20:00|10:00-14:00/16:00-20:00|10:00-14:00/16:00-20:00|10:00-14:00/-||
7897|1500-119|PICCOLO MUSIC STORE SL|C/SAGRADA FAMILIA 18 BAJO|15007|LA CORUÑA|ES|43,357835|-8,416144|10:30-13:30/16:00-20:00|10:30-13:30/16:00-20:00|10:30-13:30/16:00-20:00|10:30-13:30/16:00-20:00|10:30-13:30/16:00-20:00|||
2075|1500-12|APP INFORMÁTICA EL BURGO|COSTA DA LONXA, 18, BAJOS|15670|BURGO, EL (BURGO)|ES|43,314546|-8,365791|10:00-14:00/16:30-19:20|10:00-14:00/16:30-19:20|10:00-14:00/16:30-19:20|10:00-14:00/16:30-19:20|10:00-14:00/-|||
2469|1500-18|ESTASER A SILVA|XAQUIN LORENZO, 28|15186|CERCEDA, DE|ES|43,155688|-8,566203|07:15-23:00/-|07:15-23:00/-|07:15-23:00/-|07:15-23:00/-|07:15-23:00/-|07:15-23:00/-|07:15-23:00/-|
2574|1500-21|PC- BIS|VEREDA DEL POLVORÍN, 50, BAJOS|15002|LA CORUÑA|ES|43,378846|-8,400796|10:00/18:00|10:00/18:00|10:00/18:00|10:00/18:00|10:00/18:00|||
2710|1500-25|LIBRERÍA ESTANCO CANEDO|CONCELLO, 11, ESQ. JOSÉ RAMALLO|15189|CULLEREDO (SANTO ESTEVO)|ES|43,287991|-8,389608|08:30-14:00/17:00-19:00|08:30-14:00/17:00-19:00|08:30-14:00/17:00-19:00|08:30-14:00/17:00-19:00|08:30-14:00/17:30-19:00|09:00-14:30/-|09:00-14:30/-|
6906|1500-26|BAZAR JOLLY|BARCELONA 70 BAJO|15011|LA CORUÑA|ES|43,363877|-8,422437|16:00-20:30/-|16:00-20:30/-|16:00-20:30/-|16:00-20:30/-|16:00-20:30/-|16:00-20:30/-|16:00-20:30/-|
3223|1500-29|ESTANCO Nº 6 LA CORUÑA|ALCALDE CONUTO BEREA, 2, LOCAL 10- 11|15003|LA CORUÑA|ES|43,370049|-8,400492|09:00-14:30/17:00-21:00|09:00-14:30/17:00-21:00|09:00-14:30/17:00-21:00|09:00-14:30/17:00-21:00|09:00-14:30/17:00-21:00|10:00-14:00/18:00-21:00||
3222|1500-30|ESTANCO Nº 1|SANTA CATALINA, 38|15155|CABO (FINISTERRE)|ES|42,908264|-9,263059|10:00-14:00/16:30-20:30|10:00-14:00/16:30-20:30|10:00-14:00/16:30-20:30|10:00-14:00/16:30-20:30|10:00-14:00/16:30-20:30|10:00-14:00/16:30-20:30||
3226|1500-31|ESTANCO CABO|PL. ARASOLIS, 23|15155|CABO (FINISTERRE)|ES|42,904689|-9,263103|09:00-13:30/17:00-20:30|09:00-13:30/17:00-20:30|09:00-13:30/17:00-20:30|09:00-13:30/17:00-20:30|09:00-13:30/17:00-20:30|10:00-14:00/-||
3474|1500-32|ESTANCO Nº 10 A CORUÑA|AV. LINARES RIVAS, 26|15005|LA CORUÑA|ES|43,362892|-8,405637|09:00-15:30/17:00-21:00|09:00-15:30/17:00-21:00|09:00-15:30/17:00-21:00|09:00-15:30/17:00-21:00|09:00-15:30/17:00-21:00|10:00-14:30/-|10:00-14:30/-|
6929|1500-33|COOL CAMBRE|CUESTA DE LA TAPIA 4|15679|GRAJAL|ES|43,317216|-8,357151|10:00-14:00/16:30-20:30|10:00-14:00/16:30-20:30|10:00-14:00/16:30-20:30|10:00-14:00/16:30-20:30|10:00-14:00/16:30-20:30|||
3444|1500-34|ESTANCO Nº 8 LA CORUÑA|HOSPITAL, 21|15002|LA CORUÑA|ES|43,373184|-8,399430|09:30-14:00/17:00-20:30|09:30-14:00/17:00-20:30|09:30-14:00/17:00-20:30|09:30-14:00/17:00-20:30|09:30-14:00/17:00-20:30|10:30-14:00/-||
3407|1500-36|ESTANCO Nº 26 LA CORUÑA|RÚA TORREIRO, 24, BAJOS|15001|LA CORUÑA|ES|43,370992|-8,400060|10:30-15:00/17:30-22:00|10:30-15:00/17:30-22:00|10:30-15:00/17:30-22:00|10:30-15:00/17:30-22:00|10:30-15:00/17:30-22:00|10:30-15:00/17:30-22:00|10:30-15:00/-|
4271|1500-43|ESTANCO Nº 43 A CORUÑA|PLA Y CANCELA, 51|15005|LA CORUÑA|ES|43,359287|-8,410291|08:00/20:30|08:00/20:30|08:00/20:30|08:00/20:30|08:00/20:30|09:30/14:30|09:30/14:30|
6877|1500-44|ESTANCO LOTERIAS CORTIÑAN|LUGAR A FRAGA Nº 27-CORTIÑAN|15165|BERGONDO (CARRIO)|ES|43,282225|-8,242432|07:00-21:00/-|07:00-21:00/-|07:00-21:00/-|07:00-21:00/-|07:00-21:00/-|08:00-14:30/16:30-20:00|08:30-14:30/-|
4475|1500-47|ESTANCO  O GRAXAL|FRANCISCO RODRIGUEZ, 3|15679|TEMPLE (STA MARIA)|ES|43,319648|-8,356748|09:30-14:00/17:00-20:30|09:30-14:00/17:00-20:30|09:30-14:00/17:00-20:30|09:30-14:00/17:00-20:30|09:30-14:00/17:00-20:30|09:30-14:00/-||
4513|1500-48|LEVISAT|AV. CORDEDA, 39 BAJO DERECHA|15174|CORVEIRA (RUTIS)|ES|43,321725|-8,380313|10:00-14:00/16:00-20:00|10:00-14:00/16:00-20:00|10:00-14:00/16:00-20:00|10:00-14:00/16:00-20:00|10:00-14:00/16:00-20:00|||
4549|1500-49|ESTANCO Nº 71 A CORUÑA|COPERNICO, 3, BAJO DERECHA|15008|POLIG. IND. LA GRELA|ES|43,353583|-8,422960|09:00-20:30/-|09:00-20:30/-|09:00-20:30/-|09:00-20:30/-|09:00-20:30/-|09:00-14:30/-||
4726|1500-54|ESTANCO CORISTANCO|AV. FINISTERRE, 61|15147|CORISTANCO|ES|43,188283|-8,734758|09:00-21:00/-|09:00-21:00/-|09:00-21:00/-|09:00-21:00/-|09:00-21:00/-|09:00-21:00/-||
4985|1500-55|CRASHMOVIL|RÍA DE ARRIBA, 3|15270|CEE|ES|42,955689|-9,188264|10:30-13:15/17:30-20:00|10:30-13:15/17:30-20:00|10:30-13:15/17:30-20:00|10:30-13:15/17:30-20:00|10:30-13:15/17:30-20:00|10:30-13:30/-||
4888|1500-56|ESTANCO CORISTANCO|AV. FINISTERRE, 106|15147|CORISTANCO|ES|43,187663|-8,736428|09:00-20:00/-|09:00-20:00/-|09:00-20:00/-|09:00-20:00/-|09:00-20:00/-|10:00-14:00/16:00-20:00||
4907|1500-57|ALQUILERES VILLAR, S.L|AV. BERTOA, 15|15100|CARBALLO (CARBALLO)|ES|43,224242|-8,681688|08:00-13:00/15:00-20:00|08:00-13:00/15:00-20:00|08:00-13:00/15:00-20:00|08:00-13:00/15:00-20:00|08:00-13:00/15:00-20:00|09:00-13:00/-||
4921|1500-58|PAPIRO PAPELERÍA TÉCNICA|JAVIER FONTE, 1, BAJOS|15001|LA CORUÑA|ES|43,375016|-8,394374|09:30-14:00/16:30-20:00|09:30-14:00/16:30-20:00|09:30-14:00/16:30-20:00|09:30-14:00/16:30-20:00|09:30-14:00/16:30-20:00|10:30-13:30/-||
5459|1500-86|ESTANCO Nº 1 MALPICA DE BERGATIÑOS|EDUARDO VILA FANO, 12|15113|MALPICA DE BERGANTIÑOS|ES|43,323538|-8,809994|09:00-14:00/16:30-20:00|09:00-14:00/16:30-20:00|09:00-14:00/16:30-20:00|09:00-14:00/16:30-20:00|09:00-14:00/16:30-20:00|09:00-14:00/-||
